Data,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2006-01-20,3.870567,-1.628852,2.072939,-3.074647,1.274637,1.993436
2006-01-23,3.906092,-1.65944,2.07314,-3.061359,1.297442,1.986891
2006-01-24,3.903571,-1.669564,2.072039,-3.061936,1.278206,1.97062
2006-01-25,3.931237,-1.69953,2.071907,-3.055248,1.262672,1.953575
2006-01-26,4.020821,-1.777387,1.973385,-3.140322,1.289324,2.007604
2006-01-27,4.032462,-1.783727,2.010048,-3.094776,1.315536,2.020645
2006-01-30,4.030659,-1.780714,2.072848,-3.029415,1.335604,2.073401
2006-01-31,4.025106,-1.77076,2.081108,-3.015223,1.33873,2.068871
2006-02-01,4.013114,-1.756678,2.101423,-2.980824,1.330745,2.006085
2006-02-02,4.003174,-1.764048,2.144592,-2.912147,1.254854,1.841283
2006-02-03,4.002131,-1.758074,2.114601,-2.950672,1.256999,1.868047
2006-02-06,3.981407,-1.736086,2.074708,-2.997114,1.250682,1.921943
2006-02-07,4.008332,-1.742025,2.026906,-3.048183,1.276985,1.93488
2006-02-08,4.01417,-1.750539,2.007881,-3.056294,1.207984,1.812093
2006-02-09,4.002113,-1.724581,2.01981,-3.037366,1.218123,1.796237
2006-02-10,3.958654,-1.657424,2.006419,-3.041016,1.301919,1.914304
2006-02-13,4.002324,-1.704535,2.018675,-3.013651,1.317272,1.920761
2006-02-14,4.031407,-1.732533,1.998947,-3.033317,1.321301,1.931019
2006-02-15,3.97281,-1.680091,1.922332,-3.096656,1.093453,1.583713
2006-02-16,4.070677,-1.75177,1.989056,-3.008895,1.444627,2.090817
2006-02-17,4.050601,-1.727671,1.960803,-3.04619,1.457477,2.123584
2006-02-20,4.020253,-1.677867,1.934092,-3.075203,1.481648,2.141199
2006-02-21,4.029003,-1.686116,1.966833,-3.042519,1.456387,2.142189
2006-02-22,3.985731,-1.645838,1.993472,-3.001047,1.441796,2.170472
2006-02-23,4.003906,-1.670368,2.046729,-2.945691,1.421596,2.184814
2006-02-24,4.023531,-1.687525,2.053022,-2.929488,1.428621,2.176632
2006-02-27,4.026358,-1.69267,2.095416,-2.878709,1.425278,2.181683
2006-02-28,4.017117,-1.696367,2.104242,-2.870597,1.386546,2.186446
2006-03-01,4.017907,-1.688411,2.123833,-2.849268,1.396723,2.226675
2006-03-02,4.011301,-1.669735,2.154193,-2.747105,1.338937,2.013266
2006-03-03,4.013953,-1.667172,2.223619,-2.661458,1.362981,2.005621
2006-03-06,4.016171,-1.669164,2.211642,-2.676245,1.350962,2.008468
2006-03-07,4.01961,-1.675571,2.216309,-2.666244,1.340822,1.98005
2006-03-08,4.092035,-1.755587,2.160797,-2.729079,1.311266,2.002361
2006-03-09,4.132561,-1.793739,2.111467,-2.783887,1.303093,2.013792
2006-03-10,4.194783,-1.855346,2.083399,-2.810096,1.299297,2.024069
2006-03-13,4.188979,-1.856605,2.111391,-2.778472,1.287174,2.025587
2006-03-14,4.167349,-1.835844,2.076978,-2.825558,1.282263,2.058808
2006-03-15,4.153089,-1.827623,2.152415,-2.744898,1.307968,2.09931
2006-03-16,4.143683,-1.81204,2.185355,-2.701137,1.312234,2.093831
2006-03-17,4.135733,-1.81626,2.228343,-2.638059,1.257961,2.017597
2006-03-20,4.111885,-1.749364,2.183524,-2.696111,1.275707,2.00603
2006-03-21,4.130745,-1.768191,2.170721,-2.702456,1.24641,1.978345
2006-03-22,4.091362,-1.721937,2.157428,-2.71309,1.242638,1.988029
2006-03-23,4.115932,-1.738151,2.118076,-2.753261,1.232616,1.968573
2006-03-24,4.122867,-1.746109,2.113563,-2.755819,1.223671,1.954482
2006-03-27,4.109086,-1.718702,2.07326,-2.810902,1.212317,1.947988
2006-03-28,4.147551,-1.755659,2.178929,-2.691081,1.174366,1.858903
2006-03-29,4.182459,-1.781477,2.164898,-2.692449,1.151361,1.83967
2006-03-30,4.207622,-1.809095,2.171147,-2.666217,1.140671,1.830006
2006-03-31,4.214526,-1.812976,2.155345,-2.681283,1.129681,1.818944
2006-04-03,4.229469,-1.865488,2.181249,-2.636589,1.013983,1.624859
2006-04-04,4.248267,-1.873903,2.126614,-2.7016,1.015783,1.653744
2006-04-05,4.316167,-1.921839,2.024816,-2.822689,1.031236,1.746289
2006-04-06,4.430591,-2.116894,1.908163,-2.903642,1.124514,1.963551
2006-04-07,4.528539,-2.186083,1.82539,-2.94906,1.195654,2.03008
2006-04-10,4.490125,-2.152303,1.901275,-2.842992,1.218744,2.063297
2006-04-11,4.440675,-2.08562,1.921613,-2.798303,1.234939,2.075938
2006-04-12,4.404485,-2.058928,1.958766,-2.731633,1.243183,2.036719
2006-04-13,4.488679,-2.164813,1.91657,-2.703376,1.183042,1.963819
2006-04-18,4.471988,-2.195436,1.950346,-2.748492,1.096754,1.84902
2006-04-19,4.472499,-2.183836,1.927332,-2.773619,1.092552,1.837423
2006-04-20,4.464271,-2.148348,1.911545,-2.789256,1.10243,1.836301
2006-04-21,4.457968,-2.136626,1.894619,-2.807201,1.099009,1.830836
2006-04-24,4.466363,-2.146346,1.902158,-2.787162,1.096551,1.820124
2006-04-25,4.450992,-2.169661,1.959979,-2.715921,0.949651,1.516905
2006-04-26,4.429153,-2.160172,1.991297,-2.676215,0.870119,1.439043
2006-04-27,4.453096,-2.14386,1.996376,-2.680742,0.945029,1.592813
2006-04-28,4.388591,-2.055047,2.065092,-2.581301,1.002888,1.641245
2006-05-02,4.427264,-2.096083,2.00648,-2.653251,0.969825,1.647599
2006-05-03,4.448112,-2.125255,1.970542,-2.691311,0.968477,1.633535
2006-05-04,4.461087,-2.13387,1.988783,-2.648113,0.972318,1.624165
2006-05-05,4.475792,-2.128757,1.928765,-2.741046,0.982361,1.724112
2006-05-08,4.467493,-2.122055,1.949104,-2.700882,0.978344,1.700438
2006-05-09,4.472423,-2.11891,1.957396,-2.673319,0.952675,1.659348
2006-05-10,4.463479,-2.106669,1.925819,-2.714944,0.950762,1.67701
2006-05-11,4.524114,-2.172743,1.879621,-2.699176,0.93008,1.648771
2006-05-12,4.528239,-2.169888,1.794633,-2.807279,0.887495,1.61328
2006-05-15,4.578022,-2.198799,1.655234,-3.010511,0.87418,1.621496
2006-05-16,4.537532,-2.147836,1.648292,-3.005699,0.886556,1.643674
2006-05-17,4.632683,-2.228098,1.567645,-3.078564,0.896576,1.724866
2006-05-18,4.623249,-2.199841,1.529337,-3.144462,0.914509,1.780979
2006-05-19,4.577095,-2.167746,1.498648,-3.101601,0.867212,1.763146
2006-05-22,4.515704,-2.112483,1.448566,-3.125723,0.842978,1.778985
2006-05-23,4.506694,-2.10591,1.465953,-3.064891,0.850273,1.784483
2006-05-24,4.468201,-2.063579,1.461909,-2.993852,0.872982,1.828823
2006-05-25,4.463943,-2.041711,1.452392,-2.996648,0.883124,1.855668
2006-05-26,4.458195,-2.032101,1.452893,-2.969301,0.890339,1.864898
2006-05-29,4.484214,-2.059827,1.451133,-2.949427,0.888868,1.885775
2006-05-30,4.513446,-2.08882,1.463376,-2.914611,0.874847,1.874794
2006-05-31,4.52713,-2.103076,1.502044,-2.810607,0.885201,1.870942
2006-06-01,4.537076,-2.085489,1.500517,-2.767138,0.893663,1.86148
2006-06-02,4.477926,-2.023571,1.495067,-2.746009,0.903092,1.914484
2006-06-05,4.479843,-2.009202,1.505012,-2.705141,0.915741,1.950041
2006-06-06,4.5279,-2.050879,1.475895,-2.610983,0.920454,1.939881
2006-06-07,4.555183,-2.073657,1.445533,-2.619418,0.912335,1.946798
2006-06-08,4.54111,-2.077387,1.433651,-2.644377,0.948136,1.96641
2006-06-09,4.508266,-2.012988,1.380088,-2.729989,0.979447,2.005055
2006-06-12,4.494849,-1.98861,1.354046,-2.751335,0.967853,1.993278
2006-06-13,4.476504,-1.965118,1.321585,-2.798295,0.949123,1.991255
2006-06-14,4.466658,-1.954042,1.3756,-2.714576,0.965528,2.032231
2006-06-15,4.499241,-1.980437,1.374574,-2.617849,0.97255,1.999339
2006-06-16,4.495509,-1.973505,1.343156,-2.650409,0.959664,1.997903
2006-06-19,4.503188,-1.970454,1.379604,-2.55922,0.966153,2.002652
2006-06-20,4.501106,-1.985414,1.396332,-2.515121,0.949596,2.008668
2006-06-21,4.541334,-2.046866,1.401993,-2.484806,0.925354,2.002874
2006-06-22,4.559841,-2.055142,1.38515,-2.480469,0.932037,2.003484
2006-06-23,4.591261,-2.112336,1.335114,-2.449258,0.87205,1.951048
2006-06-26,4.599146,-2.107151,1.351985,-2.409083,0.869926,1.977919
2006-06-27,4.584625,-2.08172,1.389045,-2.333204,0.86615,2.000332
2006-06-28,4.575836,-2.078814,1.378257,-2.305224,0.862694,1.97987
2006-06-29,4.557284,-2.079853,1.34097,-2.345122,0.833545,1.981418
2006-06-30,4.545935,-2.053831,1.368909,-2.247759,0.853632,1.969966
2006-07-03,4.53942,-2.06043,1.348527,-2.244125,0.828065,1.947469
2006-07-04,4.53021,-2.054763,1.330011,-2.241973,0.821214,1.935325
2006-07-05,4.553566,-2.103291,1.3085,-2.166917,0.769531,1.831525
2006-07-06,4.54005,-2.061529,1.311768,-2.148691,0.778238,1.89
2006-07-07,4.512308,-2.024731,1.303222,-2.142078,0.783053,1.948571
2006-07-10,4.515644,-2.037171,1.294231,-2.106792,0.777966,1.964107
2006-07-11,4.54858,-2.091066,0.091128,-1.945496,0.502196,2.246356
2006-07-12,4.569063,-2.13622,0.1056,-1.950642,0.492611,2.244711
2006-07-13,4.555955,-2.060064,0.1149,-2.052906,0.512432,2.234646
2006-07-14,4.536895,-2.004055,0.108321,-2.180814,0.530381,2.266249
2006-07-17,4.565622,-2.000328,0.090527,-2.198676,0.557207,2.365916
2006-07-18,4.564934,-1.998551,0.115019,-2.094972,0.566631,2.412533
2006-07-19,4.569694,-2.011591,0.145709,-2.059764,0.563491,2.444571
2006-07-20,4.541117,-1.944181,0.148342,-2.088597,0.5792,2.465476
2006-07-21,4.508743,-1.881287,0.12492,-2.129355,0.580038,2.421808
2006-07-24,4.494034,-1.856792,0.121752,-2.096354,0.575777,2.415627
2006-07-25,4.490777,-1.855706,0.114133,-2.121256,0.567954,2.380768
2006-07-26,4.533578,-1.946907,0.213407,-2.133332,0.561161,2.379705
2006-07-27,4.538212,-1.878398,0.257775,-2.315092,0.622754,2.488224
2006-07-28,4.472559,-1.833458,0.205743,-2.201669,0.569197,2.372938
2006-07-31,4.478072,-1.827036,0.213585,-2.149002,0.572905,2.389364
2006-08-01,4.468502,-1.855109,0.172054,-2.132303,0.515538,2.225145
2006-08-02,4.463304,-1.848335,0.165652,-2.156215,0.508957,2.243918
2006-08-03,4.447918,-1.848378,0.146965,-1.983918,0.478013,2.221577
2006-08-04,4.393604,-1.806628,0.217271,-2.068402,0.460576,2.270574
2006-08-07,4.408998,-1.801959,0.186069,-2.096734,0.45633,2.245136
2006-08-08,4.407359,-1.793528,0.183174,-2.103908,0.45218,2.247663
2006-08-09,4.43252,-1.829057,0.148831,-2.09693,0.439014,2.244604
2006-08-10,4.432946,-1.787405,0.136955,-2.113296,0.45533,2.241875
2006-08-11,4.444982,-1.777841,0.21858,-1.96275,0.501387,2.329631
2006-08-14,4.482723,-1.849912,0.212029,-1.959375,0.476581,2.323155
2006-08-15,4.455288,-1.816995,0.21279,-2.005067,0.468599,2.333109
2006-08-16,4.432908,-1.785917,0.232584,-2.004071,0.466479,2.398067
2006-08-17,4.399126,-1.741733,0.250756,-1.980076,0.470111,2.480219
2006-08-18,4.387535,-1.738348,0.251661,-1.923472,0.453426,2.490456
2006-08-21,4.345002,-1.696758,0.270982,-1.953704,0.437004,2.474452
2006-08-22,4.311591,-1.574043,0.395911,-2.101989,0.513736,2.327079
2006-08-23,4.376014,-1.639115,0.030306,-2.279358,0.432297,2.555411
2006-08-24,4.328249,-1.664221,0.074616,-2.223742,0.370539,2.241046
2006-08-25,4.331849,-1.645872,0.069783,-2.248033,0.376974,2.227246
2006-08-28,4.324745,-1.631436,0.066054,-2.226086,0.372477,2.193677
2006-08-29,4.32672,-1.637078,0.076837,-2.170624,0.373949,2.230231
2006-08-30,4.28446,-1.569376,0.030786,-2.071328,0.368746,2.285284
2006-08-31,4.313546,-1.578425,0.04499,-2.192782,0.390293,2.59285
2006-09-01,4.260505,-1.60701,0.068027,-2.114544,0.327153,2.391921
2006-09-04,4.247188,-1.574985,0.077317,-2.091158,0.333768,2.428226
2006-09-05,4.266703,-1.596605,0.05255,-2.064826,0.327456,2.425096
2006-09-06,4.299687,-1.643482,-0.043759,-1.979867,0.306141,2.375906
2006-09-07,4.317089,-1.647025,-0.038668,-1.945027,0.31153,2.435584
2006-09-08,4.253093,-1.559327,0.054361,-1.944377,0.323846,2.590656
2006-09-11,4.253872,-1.5761,0.085723,-1.841302,0.322844,2.671546
2006-09-12,4.289784,-1.597138,0.061327,-1.855911,0.323152,2.608565
2006-09-13,4.280549,-1.582457,0.060986,-1.851072,0.318459,2.526966
2006-09-14,4.240002,-1.49114,0.101266,-1.760981,0.345077,2.750248
2006-09-15,4.205682,-1.458689,0.155095,-1.750841,0.355154,2.827964
2006-09-18,4.219006,-1.52174,-0.04706,-1.548191,0.293431,2.749676
2006-09-19,4.180014,-1.473536,-0.004385,-1.602987,0.291774,2.751034
2006-09-20,4.168108,-1.460417,0.020429,-1.647006,0.288051,2.749228
2006-09-21,4.183423,-1.469554,0.020278,-1.664991,0.28841,2.750341
2006-09-22,4.14179,-1.272009,0.404735,-1.862349,0.438802,2.607355
2006-09-25,4.101085,-1.230963,0.268852,-1.874033,0.388985,2.381217
2006-09-26,4.04707,-1.244006,0.257063,-1.695419,0.318959,2.312807
2006-09-27,4.063443,-1.188656,0.242154,-1.722508,0.365786,2.59052
2006-09-28,4.08325,-1.261166,0.233572,-1.689311,0.334128,2.579875
2006-09-29,4.038284,-1.251043,0.220347,-1.52995,0.296087,2.465188
2006-10-02,4.131943,-1.334324,0.158108,-1.699494,0.351932,2.729275
2006-10-03,4.020931,-1.315963,0.255312,-1.621034,0.277151,2.340932
2006-10-04,3.995806,-1.316795,0.238576,-1.589113,0.25,2.333502
2006-10-05,3.996018,-1.313791,0.235608,-1.599063,0.25,2.370058
2006-10-06,4.01725,-1.283125,0.165192,-1.602839,0.25,2.188039
2006-10-09,4.025975,-1.295141,0.152179,-1.506422,0.257355,2.269845
2006-10-10,4.045871,-1.30087,0.121029,-1.458881,0.259742,2.268923
2006-10-11,4.044334,-1.294846,0.111706,-1.400912,0.259785,2.283781
2006-10-12,4.035891,-1.272446,0.106096,-1.382038,0.25803,2.2457
2006-10-13,4.04408,-1.290214,0.09258,-1.335783,0.25,2.195359
2006-10-16,4.058854,-1.298383,0.086441,-1.398942,0.25,2.146628
2006-10-17,4.023598,-1.244213,0.119209,-1.381849,0.25,2.136306
2006-10-18,4.025959,-1.241961,0.104512,-1.367781,0.25,2.046371
2006-10-19,4.058758,-1.280802,0.084977,-1.376762,0.250049,2.051136
2006-10-20,4.051471,-1.258118,0.143063,-1.309215,0.266021,2.175873
2006-10-23,4.076917,-1.283297,0.099101,-1.26625,0.261697,2.131483
2006-10-24,4.054845,-1.26783,0.124438,-1.195163,0.256847,2.165947
2006-10-25,4.071068,-1.297308,0.128107,-1.20853,0.25,2.146202
2006-10-26,4.039649,-1.267709,0.186468,-1.156305,0.25,2.199531
2006-10-27,3.985208,-1.223923,0.366208,-1.138126,0.263211,2.306707
2006-10-30,3.959364,-1.240153,0.401019,-1.084151,0.25,2.351301
2006-10-31,3.994909,-1.20875,0.448602,-1.041855,0.317709,2.706551
2006-11-01,3.968552,-1.117822,0.346642,-1.16925,0.297933,2.481452
2006-11-02,3.966855,-1.139181,0.478424,-1.137275,0.309511,2.54375
2006-11-03,4.03517,-1.238129,0.529726,-1.234295,0.319255,2.626737
2006-11-06,4.035189,-1.194066,0.506443,-1.115293,0.338443,2.688919
2006-11-07,3.996514,-1.169513,0.602466,-1.120646,0.340644,2.790576
2006-11-08,3.990013,-1.137638,0.642761,-1.096456,0.358306,2.839241
2006-11-09,3.996524,-1.09287,0.691943,-1.109627,0.391261,2.882505
2006-11-10,4.006172,-1.068877,0.585642,-1.264763,0.381884,2.775334
2006-11-13,4.013597,-1.059606,0.566031,-1.240764,0.396947,2.780564
2006-11-14,3.98999,-1.037749,0.581531,-1.234148,0.389153,2.792687
2006-11-15,4.011484,-1.06544,0.587732,-1.203409,0.390145,2.818778
2006-11-16,4.00321,-1.045283,0.59371,-1.199852,0.39362,2.83027
2006-11-17,3.983421,-1.001957,0.54967,-1.109328,0.393175,2.798783
2006-11-20,3.977751,-0.922062,0.467963,-1.184814,0.423673,2.731416
2006-11-21,3.968758,-0.919904,0.50403,-1.149093,0.420121,2.779811
2006-11-22,3.989466,-0.903433,0.411014,-1.225778,0.420231,2.713788
2006-11-23,4.003677,-0.908995,0.432362,-1.176493,0.425705,2.809066
2006-11-24,4.013099,-0.925834,0.428116,-1.350331,0.411459,2.770677
2006-11-27,4.043555,-0.928755,0.387319,-1.366864,0.439784,2.773513
2006-11-28,4.014623,-0.893165,0.321235,-1.394494,0.403774,2.696864
2006-11-29,4.00825,-0.916686,0.337439,-1.356072,0.385162,2.742461
2006-11-30,4.007803,-0.911244,0.344541,-1.330585,0.381881,2.767531
2006-12-01,4.008004,-0.893399,0.329244,-1.369796,0.38659,2.762314
2006-12-04,4.002449,-0.806204,0.188116,-1.431712,0.411257,2.662962
2006-12-05,3.989536,-0.804492,0.217356,-1.390792,0.392686,2.741639
2006-12-06,3.994075,-0.822061,0.214492,-1.301754,0.38474,2.831314
2006-12-07,3.987368,-0.83425,0.224445,-1.220691,0.353976,2.90319
2006-12-08,3.96484,-0.787669,0.218383,-1.132635,0.361042,2.972378
2006-12-11,4.04062,-0.840019,0.15457,-1.209598,0.380462,3.160612
2006-12-12,4.024421,-0.840909,0.171011,-1.157721,0.363389,3.198592
2006-12-13,4.009106,-0.88289,0.20991,-1.103751,0.336037,3.264505
2006-12-14,4.032041,-0.892894,0.20131,-1.009927,0.354068,3.322817
2006-12-15,4.030636,-0.870119,0.179083,-1.022786,0.362892,3.312656
2006-12-18,4.085356,-0.939159,0.167043,-1.034968,0.360405,3.311336
2006-12-19,4.129655,-0.94681,0.125702,-1.069072,0.385276,3.270124
2006-12-20,4.151298,-0.985528,0.116502,-1.103833,0.366427,3.215711
2006-12-21,4.160631,-0.994586,0.111753,-1.093575,0.359059,3.202225
2006-12-22,4.155902,-1.012316,0.126797,-1.07824,0.339293,3.224337
2006-12-27,4.207547,-1.06092,0.124448,-1.131533,0.360072,3.413277
2006-12-28,4.194572,-1.132788,0.10592,-1.043651,0.305002,3.037993
2006-12-29,4.192289,-1.029555,0.327636,-1.0076,0.417003,2.906299
2007-01-02,4.172025,-1.007039,0.27609,-1.029455,0.377867,2.780967
2007-01-03,4.147037,-1.005535,0.246017,-0.975968,0.33953,2.643975
2007-01-04,4.164101,-1.029823,0.251604,-0.998793,0.336734,2.637324
2007-01-05,4.218136,-1.054946,0.272881,-1.030946,0.382585,2.833194
2007-01-08,4.22063,-1.037767,0.246084,-1.062644,0.385041,2.796765
2007-01-09,4.243247,-1.043487,0.230622,-1.108782,0.385078,2.758422
2007-01-10,4.263761,-1.069596,0.224225,-1.106423,0.370217,2.749722
2007-01-11,4.287035,-1.044172,0.171809,-1.220227,0.403334,2.65645
2007-01-12,4.319944,-1.110282,0.161303,-1.207129,0.376621,2.536379
2007-01-15,4.305405,-1.074683,0.172446,-1.154801,0.384654,2.563775
2007-01-16,4.275994,-1.007362,0.176157,-1.086551,0.408958,2.60188
2007-01-17,4.27541,-1.009791,0.18028,-1.079212,0.410743,2.616498
2007-01-18,4.330712,-1.048388,0.158406,-1.090512,0.431103,2.599411
2007-01-19,4.255609,-0.938943,0.247299,-0.969355,0.457062,2.68414
2007-01-22,4.238444,-0.925844,0.253252,-0.933221,0.453314,2.695934
2007-01-23,4.205387,-0.858545,0.252254,-0.863476,0.464845,2.705912
2007-01-24,4.219417,-0.945865,0.290818,-0.854076,0.431453,2.711345
2007-01-25,4.24437,-0.942044,0.262074,-0.878162,0.447624,2.683264
2007-01-26,4.299931,-0.96004,0.230266,-0.883826,0.484604,2.668981
2007-01-29,4.345832,-0.994759,0.203636,-0.995551,0.491049,2.619693
2007-01-30,4.330329,-1.061207,0.23413,-1.029246,0.419641,2.500866
2007-01-31,4.32711,-1.052324,0.238018,-1.00571,0.419904,2.50795
2007-02-01,4.281513,-1.009688,0.25037,-1.04891,0.393546,2.415736
2007-02-02,4.294127,-0.983569,0.12061,-1.037899,0.38091,2.135894
2007-02-05,4.296586,-0.960018,0.156239,-1.206036,0.411542,2.359768
2007-02-06,4.285874,-0.962871,0.175298,-1.157977,0.391723,2.384076
2007-02-07,4.262881,-0.968211,0.217089,-1.098777,0.371214,2.427975
2007-02-08,4.246488,-0.960564,0.234794,-0.953858,0.362685,2.491352
2007-02-09,4.289432,-0.968374,0.207811,-0.986123,0.395098,2.465771
2007-02-12,4.333139,-0.97417,0.157514,-1.042434,0.428842,2.416549
2007-02-13,4.345863,-1.003636,0.163169,-1.063858,0.41451,2.420664
2007-02-14,4.286902,-1.02524,0.181856,-0.951636,0.331622,2.149959
2007-02-15,4.27628,-0.984933,0.269668,-1.087154,0.367258,2.35471
2007-02-16,4.26714,-0.978426,0.280855,-1.074272,0.362481,2.379855
2007-02-19,4.289239,-0.984833,0.286574,-1.039545,0.376913,2.422271
2007-02-20,4.304186,-0.975714,0.27762,-1.039975,0.399489,2.42777
2007-02-21,4.276895,-0.918915,0.28191,-0.992211,0.417674,2.452204
2007-02-22,4.282137,-0.904798,0.279058,-0.965912,0.431608,2.467353
2007-02-23,4.248079,-0.881795,0.322053,-0.93753,0.414426,2.506242
2007-02-26,4.221997,-0.821859,0.345774,-1.033693,0.428681,2.526033
2007-02-27,4.203288,-0.777399,0.31711,-1.070243,0.434936,2.508993
2007-02-28,4.199528,-0.741554,0.248167,-1.189185,0.434863,2.365756
2007-03-01,4.187935,-0.747163,0.26,-1.149281,0.435069,2.383192
2007-03-02,4.218799,-0.760512,0.23113,-1.28403,0.441442,2.362132
2007-03-05,4.212483,-0.752699,0.245474,-1.382691,0.440197,2.404773
2007-03-06,4.22453,-0.745666,0.27715,-1.327362,0.484429,2.591802
2007-03-07,4.245901,-0.764491,0.274934,-1.377167,0.479474,2.603823
2007-03-08,4.249952,-0.774505,0.305072,-1.389766,0.450212,2.644046
2007-03-09,4.278523,-0.84545,0.323152,-1.404344,0.39529,2.652257
2007-03-12,4.258978,-0.82714,0.36211,-1.393899,0.400817,2.713479
2007-03-13,4.25707,-0.814883,0.40421,-1.452828,0.422643,2.787635
2007-03-14,4.24326,-0.80815,0.371529,-1.497443,0.395225,2.768919
2007-03-15,4.25332,-0.802872,0.359516,-1.466317,0.40732,2.796841
2007-03-16,4.238707,-0.783672,0.35168,-1.359078,0.421745,2.84995
2007-03-19,4.259921,-0.786971,0.343368,-1.323786,0.453696,3.054744
2007-03-20,4.2429,-0.77798,0.355964,-1.326891,0.437737,3.065711
2007-03-21,4.27154,-0.816896,0.342735,-1.375839,0.419151,3.026162
2007-03-22,4.293305,-0.808654,0.266975,-1.508586,0.408485,2.912756
2007-03-23,4.388213,-0.857217,0.194255,-1.561361,0.464808,2.915961
2007-03-26,4.402717,-0.882937,0.190665,-1.554068,0.466969,2.914797
2007-03-27,4.412944,-0.898947,0.186568,-1.535521,0.461313,2.946908
2007-03-28,4.427191,-0.896135,0.159024,-1.532688,0.474408,2.917197
2007-03-29,4.42864,-0.910138,0.171208,-1.490223,0.451397,2.942057
2007-03-30,4.424157,-0.926916,0.1796,-1.452533,0.430646,2.987486
2007-04-02,4.461439,-0.939116,0.117666,-1.499534,0.443041,3.237522
2007-04-03,4.469186,-0.963693,0.058161,-1.448114,0.397009,3.026802
2007-04-04,4.482245,-0.969803,0.059991,-1.564286,0.393125,2.964644
2007-04-05,4.481684,-0.944682,0.049521,-1.529626,0.40446,2.955009
2007-04-10,4.520926,-0.99686,0.044257,-1.490388,0.399776,2.984976
2007-04-11,4.534402,-1.004835,0.042897,-1.498359,0.398937,3.011305
2007-04-12,4.57632,-1.029223,0.028464,-1.512641,0.426412,3.024188
2007-04-13,4.615406,-1.054665,0.015015,-1.536763,0.448101,2.995508
2007-04-16,4.604694,-1.062383,0.025798,-1.523947,0.427512,3.005629
2007-04-17,4.593512,-1.044122,0.030554,-1.539962,0.428511,3.020385
2007-04-18,4.55551,-1.013495,0.061469,-1.51045,0.415064,3.111426
2007-04-19,4.57351,-1.008796,0.051329,-1.48095,0.431977,3.111694
2007-04-20,4.565732,-1.008681,0.04481,-1.372765,0.417462,3.001651
2007-04-23,4.541169,-0.95194,0.046057,-1.325884,0.434566,3.052359
2007-04-24,4.516054,-0.913603,0.056658,-1.33888,0.432563,3.065962
2007-04-25,4.529659,-0.951129,0.071509,-1.321984,0.427073,3.073756
2007-04-26,4.5286,-0.94224,0.074193,-1.28335,0.433439,3.114839
