Data,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2008-04-04,5.136631,-1.176561,-0.621522,-2.472427,2.390554,2.656049
2008-04-07,5.132993,-1.187254,-0.494335,-2.356049,2.37597,2.683376
2008-04-08,5.149743,-1.188551,-0.519014,-2.376159,2.389722,2.636601
2008-04-09,5.127838,-1.164183,-0.51301,-2.356267,2.35996,2.457314
2008-04-10,5.121824,-1.13358,-0.629801,-2.442359,2.528964,2.454363
2008-04-11,5.085597,-1.095456,-0.67166,-2.484343,2.554006,2.457362
2008-04-14,5.123014,-1.11834,-0.663221,-2.474247,2.55905,2.488583
2008-04-15,5.157048,-1.163546,-0.592241,-2.369701,2.607186,2.639281
2008-04-16,5.206934,-1.22835,-0.549559,-2.320513,2.662853,2.782211
2008-04-17,5.266614,-1.321063,-0.406878,-2.16187,2.783774,2.899841
2008-04-18,5.381494,-1.456042,-0.208849,-2.138725,2.941816,3.764579
2008-04-21,5.335719,-1.407053,-0.198209,-2.104631,2.95858,3.537539
2008-04-22,5.166219,-1.393603,3.311004,-5.48656,1.294452,2.061499
2008-04-23,5.158004,-1.363742,3.221217,-5.561406,1.362297,2.052062
2008-04-24,5.181014,-1.359941,3.167457,-5.606295,1.355818,1.993623
2008-04-25,5.21539,-1.382245,3.132362,-5.639216,1.399334,2.047284
2008-04-28,5.246415,-1.395953,3.099273,-5.661685,1.44099,2.026816
2008-04-29,5.193714,-1.319873,3.068883,-5.691883,1.45299,1.992548
2008-04-30,5.086166,-1.207496,3.126527,-5.603875,1.37688,1.898995
2008-05-02,5.145264,-1.288418,3.221458,-5.50876,1.526013,2.03102
2008-05-05,5.044966,-1.182299,3.231676,-5.464129,1.341275,1.850771
2008-05-06,5.024418,-1.131146,3.093962,-5.64509,1.286342,1.778802
2008-05-07,5.066407,-1.186111,3.115644,-5.607076,1.258527,1.741226
2008-05-08,4.984884,-1.129983,3.05495,-5.573231,1.123503,1.669767
2008-05-09,4.948495,-1.095934,2.923851,-5.646756,1.04163,1.647262
2008-05-12,4.983011,-1.126651,2.972125,-5.57919,1.198294,1.807269
2008-05-13,5.063418,-1.254571,3.089322,-5.466783,1.229178,1.889842
2008-05-14,5.164164,-1.367435,3.115359,-5.448639,1.334207,2.053215
2008-05-15,5.201347,-1.444562,3.207739,-5.354681,1.266727,2.024227
2008-05-16,5.164426,-1.392747,3.270808,-5.272559,1.378793,2.139309
2008-05-19,5.147245,-1.35435,3.252555,-5.291854,1.36534,2.093824
2008-05-20,5.137266,-1.341774,3.275786,-5.267523,1.355005,2.097727
2008-05-21,5.17267,-1.394792,3.417691,-5.168717,1.341536,2.118327
2008-05-22,5.190968,-1.454059,3.51573,-5.087274,1.28166,2.120605
2008-05-23,5.16332,-1.449556,3.56201,-5.035705,1.275662,2.186235
2008-05-26,5.159217,-1.444894,3.575812,-5.014789,1.259847,2.123552
2008-05-27,5.170649,-1.457488,3.567638,-5.022731,1.268052,2.105084
2008-05-28,5.209729,-1.501992,3.593717,-4.98823,1.282566,2.107718
2008-05-29,5.284686,-1.62598,3.691661,-4.873662,1.251829,2.104165
2008-05-30,5.195351,-1.521979,3.702997,-4.847956,1.199602,2.018475
2008-06-02,5.196099,-1.491871,3.635455,-4.935944,1.203888,2.005922
2008-06-03,5.300606,-1.649504,3.665491,-4.914834,1.166882,2.076948
2008-06-04,5.236572,-1.559211,3.628066,-4.952202,1.170698,2.026254
2008-06-05,5.252233,-1.617849,3.996436,-4.630709,1.118961,2.139833
2008-06-06,4.957436,-1.273517,4.355285,-4.04226,1.035919,1.831267
2008-06-09,4.896692,-1.232115,4.558085,-3.770389,1.046176,1.723138
2008-06-10,4.964221,-1.215657,4.318886,-3.938486,1.064534,1.637087
2008-06-11,5.048989,-1.235041,4.09452,-4.148804,1.108716,1.681195
2008-06-12,5.084433,-1.253227,4.124995,-4.090174,1.167653,1.714641
2008-06-13,5.039435,-1.160815,4.210824,-3.982923,1.212077,1.666448
2008-06-16,4.952608,-1.074683,4.491405,-3.68977,1.236005,1.644862
2008-06-17,4.952585,-1.008618,4.337156,-3.851807,1.288822,1.690341
2008-06-18,4.847666,-0.961109,4.449718,-3.709965,1.17838,1.474742
2008-06-19,4.81545,-0.924605,4.587242,-3.551944,1.233647,1.476962
2008-06-20,4.850132,-0.915762,4.366302,-3.751086,1.215412,1.531138
2008-06-23,4.868243,-0.913681,4.265395,-3.853637,1.232646,1.571929
2008-06-24,4.940621,-0.9439,4.084537,-4.035855,1.184699,1.519362
2008-06-25,4.995447,-0.993348,4.108536,-4.022433,1.315745,1.750095
2008-06-26,5.038216,-0.965891,3.924697,-4.217197,1.366151,1.856655
2008-06-27,5.16366,-1.100128,3.722767,-4.435226,1.423475,2.051099
2008-06-30,5.139895,-1.096327,4.020507,-4.195306,1.455245,2.073231
2008-07-01,5.105811,-1.027399,3.928491,-4.292141,1.422848,2.040149
2008-07-02,5.099482,-1.016056,4.112851,-4.133913,1.508301,2.068614
2008-07-03,5.069321,-0.994781,3.905928,-4.353247,1.244544,1.67359
2008-07-04,5.173462,-1.108077,3.717801,-4.555236,1.358962,1.954187
2008-07-07,5.150858,-1.089143,3.633368,-4.614506,1.427308,2.110927
2008-07-08,5.151161,-1.074072,3.617501,-4.63241,1.46778,2.150826
2008-07-09,5.140724,-1.05854,3.664353,-4.59499,1.538797,2.293162
2008-07-10,5.119741,-1.005881,3.627317,-4.631993,1.583279,2.297517
2008-07-11,5.178703,-1.024475,3.532281,-4.74441,1.780068,2.512909
2008-07-14,5.210219,-1.088593,3.51146,-4.769226,1.743238,2.487474
2008-07-15,5.17696,-1.060057,3.420393,-4.867723,1.662933,2.342407
2008-07-16,5.184902,-1.069727,3.510002,-4.778668,1.731354,2.380378
2008-07-17,5.170267,-1.057067,3.632314,-4.648764,1.797151,2.409489
2008-07-18,5.206295,-1.11084,3.790461,-4.485502,1.733032,2.372621
2008-07-21,5.128335,-1.088511,4.037162,-4.152251,1.510655,2.100704
2008-07-22,5.137316,-1.060848,3.939513,-4.255495,1.53094,2.057743
2008-07-23,5.150157,-1.098746,4.00607,-4.186255,1.555115,2.087845
2008-07-24,5.096123,-0.952457,3.781107,-4.412348,1.626483,2.03022
2008-07-25,5.123711,-0.943197,3.681486,-4.516908,1.601887,2.024928
2008-07-28,5.128045,-0.913582,3.565649,-4.641955,1.587178,1.985946
2008-07-29,5.141516,-0.958009,3.519336,-4.692612,1.534987,2.010472
2008-07-30,5.066138,-0.931041,3.556666,-4.651202,1.440882,1.926864
2008-07-31,5.02301,-0.906996,3.512331,-4.698133,1.302682,1.824432
2008-08-01,5.025265,-0.910273,3.472344,-4.741409,1.259139,1.841832
2008-08-04,5.006366,-0.862876,3.450053,-4.760455,1.255968,1.811929
2008-08-05,5.001529,-0.861332,3.409808,-4.795669,1.219342,1.807325
2008-08-06,5.034493,-0.884045,3.365879,-4.84025,1.249857,1.855609
2008-08-07,5.092031,-0.913259,3.045697,-5.192629,1.233824,1.858052
2008-08-08,5.180107,-0.916935,2.830334,-5.409905,1.413726,2.034009
2008-08-11,5.187653,-0.922237,2.87002,-5.366373,1.411447,2.025354
2008-08-12,5.123348,-0.823778,2.844953,-5.380523,1.430388,2.020909
2008-08-13,5.144466,-0.808426,2.753403,-5.47566,1.434275,1.990685
2008-08-14,5.155068,-0.774725,2.690219,-5.539886,1.526992,2.042672
2008-08-15,5.125248,-0.871603,2.797412,-5.424527,1.334509,1.971015
2008-08-18,5.110082,-0.833622,2.737106,-5.485906,1.354567,1.988603
2008-08-19,5.132894,-0.821058,2.583402,-5.645839,1.426397,2.037812
2008-08-20,5.103947,-0.790988,2.663793,-5.556139,1.459965,2.066703
2008-08-21,5.168198,-0.882564,2.830317,-5.438337,1.565833,2.182333
2008-08-22,5.145164,-0.873962,2.972687,-5.290367,1.645222,2.22503
2008-08-25,5.084553,-0.811889,2.866826,-5.411019,1.479523,2.089233
2008-08-26,5.118879,-0.839255,2.712898,-5.569028,1.465267,2.089533
2008-08-27,5.170479,-0.95872,2.960335,-5.395139,1.460026,2.129247
2008-08-28,5.07411,-0.879822,3.192123,-5.140004,1.565906,2.186531
2008-08-29,4.99513,-0.747237,3.172993,-5.156634,1.623894,2.119253
2008-09-01,4.969196,-0.678928,3.000738,-5.338154,1.453053,1.94036
2008-09-02,5.048748,-0.792569,3.089704,-5.257332,1.471388,1.985512
2008-09-03,5.080064,-0.799927,2.963454,-5.389115,1.442466,2.020391
2008-09-04,5.093452,-0.84261,2.892893,-5.475433,1.258074,1.952538
2008-09-05,5.084948,-0.771559,2.630399,-5.723468,1.278918,2.026159
2008-09-08,5.109473,-0.816537,2.718573,-5.587125,1.252212,1.966305
2008-09-09,5.135889,-0.844999,2.701624,-5.597647,1.227996,1.93919
2008-09-10,5.151463,-0.832419,2.643544,-5.646975,1.361061,2.020825
2008-09-11,5.21464,-0.851264,2.434286,-5.862061,1.44237,2.118136
2008-09-12,5.258753,-0.903554,2.527309,-5.760795,1.554409,2.146622
2008-09-15,5.309729,-0.905856,2.179649,-6.127318,1.640449,2.135235
2008-09-16,5.200378,-0.849803,2.296935,-5.974795,2.046709,2.218308
2008-09-17,5.251157,-0.88358,2.363183,-5.877059,1.990136,2.217786
2008-09-18,5.415892,-1.11694,2.303569,-5.943119,1.962801,2.34545
2008-09-19,5.467364,-1.165271,2.607964,-5.621615,2.375228,2.603335
2008-09-22,5.559626,-1.387498,2.679325,-5.527431,1.923588,2.53719
2008-09-23,5.505804,-1.3561,2.673835,-5.522641,1.988196,2.488289
2008-09-24,5.383208,-1.259787,2.669337,-5.500401,2.074969,2.386974
2008-09-25,5.350752,-1.278583,2.790666,-5.374203,2.078852,2.347175
2008-09-26,5.349491,-1.34948,2.71088,-5.446511,2.077956,2.301537
2008-09-29,5.267176,-1.198523,2.502255,-5.607255,2.313075,2.158496
2008-09-30,5.105655,-1.335392,2.765023,-5.404536,1.903901,1.968787
2008-10-01,4.936329,-1.082347,2.753799,-5.387792,1.629472,1.630097
2008-10-02,4.872234,-0.82473,2.3943,-5.705982,1.374144,1.372236
2008-10-03,4.646834,-0.260905,1.809012,-5.86147,1.346102,1.108837
2008-10-06,4.61972,0.181309,1.019169,-6.309633,0.99909,0.963654
2008-10-07,4.39013,-4.38013,13.456637,-10.688496,0.25,0.503793
2008-10-08,4.39013,-4.38013,13.456637,-10.688496,0.25,0.503793
2008-10-09,4.552718,-3.998473,13.082552,-11.354148,0.25,0.517698
2008-10-10,4.659142,-3.234555,10.304552,-10.358827,0.25,0.572177
2008-10-13,4.810551,-2.538716,9.34467,-11.310664,0.319748,0.571163
2008-10-14,4.766638,-2.058856,9.024951,-11.386765,0.323541,0.533182
2008-10-15,5.037667,-1.066049,8.164624,-12.797331,0.998761,0.99896
2008-10-16,5.159539,-1.379581,8.086787,-12.881341,1.052251,1.088559
2008-10-17,4.880892,-3.382406,9.036182,-10.695047,0.347813,0.704286
2008-10-20,4.938043,-3.816255,5.44427,-7.531106,0.25,0.822519
2008-10-21,4.949817,-4.357987,5.608947,-7.38162,0.25,0.893418
2008-10-22,4.889138,-3.816607,4.234423,-7.069966,0.25,0.950098
2008-10-23,4.75694,-3.673709,4.38613,-6.874244,0.25,0.90547
2008-10-24,4.669269,-3.98423,5.842227,-7.409984,0.25,0.821296
2008-10-27,4.767392,-4.679367,6.603724,-7.956939,0.25,0.850384
2008-10-28,4.834031,-4.824031,7.333829,-8.721021,0.261296,0.833544
2008-10-29,4.880746,-4.870746,7.280931,-8.733215,0.272836,0.850459
2008-10-30,4.948814,-4.830359,5.858268,-8.020655,0.25,0.929012
2008-10-31,4.969479,-4.959479,6.30064,-8.415479,0.25,0.889212
2008-11-03,5.005328,-4.762525,5.661508,-8.103056,0.25,0.91764
2008-11-04,4.995514,-4.985514,6.059131,-8.219784,0.25,0.915863
2008-11-05,5.068332,-5.035177,5.044304,-7.843903,0.25,1.018478
2008-11-06,5.148704,-3.848223,1.158617,-7.002628,0.25,1.198189
2008-11-07,5.10434,-4.017881,1.861769,-7.348786,0.25,1.189925
2008-11-10,5.072814,-3.910457,1.711275,-7.218097,0.25,1.18439
2008-11-11,5.146903,-3.368333,1.018315,-7.176188,0.347577,1.275221
2008-11-12,5.165877,-2.616722,-0.661406,-5.758007,0.625703,1.469108
2008-11-13,5.244444,-2.785804,-0.210432,-6.314584,0.649153,1.480588
2008-11-14,5.310522,-2.826623,-0.708542,-4.998024,0.931073,1.781316
2008-11-17,5.285745,-2.889376,-0.691232,-5.017474,0.930975,1.750786
2008-11-18,5.21047,-2.953643,0.485523,-6.196235,0.794117,1.522039
2008-11-19,5.121029,-2.783954,0.510438,-4.946892,1.319587,1.655262
2008-11-20,4.962111,-2.721581,0.630776,-4.707742,1.45767,1.574071
2008-11-21,4.907207,-2.727426,0.70718,-4.638702,1.365961,1.563863
2008-11-24,4.855702,-2.56443,0.684468,-4.650366,1.390832,1.476112
2008-11-25,4.730176,-2.557339,0.907031,-4.341342,1.311558,1.493674
2008-11-26,4.597916,-2.501448,0.978143,-4.179659,1.24485,1.399202
2008-11-27,4.566987,-2.540608,1.038952,-4.117245,1.1958,1.366942
2008-11-28,4.491838,-2.490206,1.042367,-4.114591,1.201328,1.327612
2008-12-01,4.450664,-2.413105,1.074274,-3.944961,1.390426,1.470871
2008-12-02,4.317807,-2.304185,1.134245,-3.867557,1.295865,1.36271
2008-12-03,4.009382,-1.859359,0.936588,-3.479545,1.293319,0.998413
2008-12-04,0.01,2.214396,8.863043,-1.730587,11.756806,0.557556
2008-12-05,0.339517,1.940363,8.601094,-1.591086,12.742162,0.479338
2008-12-08,0.01,2.323401,9.207926,-1.612072,13.517828,0.415871
2008-12-09,0.227697,2.239868,9.020615,-1.896327,14.203515,0.363126
2008-12-10,0.347556,2.154524,9.01726,-2.156326,14.596716,0.364366
2008-12-11,0.262524,2.161727,9.389977,-1.942946,14.4575,0.406613
2008-12-12,0.218737,2.126109,9.625155,-1.745543,14.401502,0.429551
2008-12-15,0.192733,2.018596,10.224444,-1.33317,13.956173,0.427926
2008-12-16,0.072492,2.148659,10.096146,-1.469619,13.808731,0.435685
2008-12-17,0.010287,2.087821,10.071279,-1.50278,13.168998,0.588415
2008-12-18,0.024759,1.910357,10.179762,-1.117751,12.25326,0.668161
2008-12-19,0.062508,1.727592,10.492571,-0.847533,12.158824,0.908214
2008-12-22,0.056401,1.698643,10.466349,-0.793286,12.126963,0.857475
2008-12-23,0.072686,1.56435,10.662251,-0.481038,11.999538,0.986139
2008-12-24,0.087443,1.652057,10.488102,-0.770498,12.145166,0.908842
2008-12-29,0.079015,1.58476,10.563983,-0.67954,12.05791,0.745929
2008-12-30,0.084856,1.621834,10.549618,-0.760603,12.057656,0.865329
2008-12-31,0.08816,1.689332,10.443117,-0.960391,12.150231,0.861831
2009-01-02,0.108792,1.611718,10.426767,-0.958181,12.04081,0.750536
2009-01-05,0.169175,1.509803,10.714462,-1.009914,11.895374,1.047267
2009-01-06,0.01,1.598177,11.598626,-0.739861,12.388537,1.0471
2009-01-07,0.352788,1.418221,11.118991,-1.540248,13.456747,0.616249
2009-01-08,0.383307,1.493448,10.785753,-2.052377,13.605817,0.617398
2009-01-09,0.340759,1.435769,10.873715,-2.146737,13.387501,0.610651
2009-01-12,0.343588,1.402202,10.910326,-2.125898,13.381319,0.573094
2009-01-13,0.444345,1.209559,11.021677,-1.87802,13.544833,0.581218
2009-01-14,0.529582,1.070976,11.113031,-1.699636,13.659261,0.622114
2009-01-15,0.387223,1.259563,10.911979,-1.908789,13.496395,0.53126
2009-01-16,0.568031,1.326967,10.518226,-2.691818,14.184578,0.497393
2009-01-19,0.519246,1.176375,11.101117,-2.08028,13.934714,0.493018
2009-01-20,0.449759,1.282196,11.151624,-2.365063,13.74902,0.49571
2009-01-21,0.459137,1.288145,11.256601,-2.609369,13.659231,0.482302
2009-01-22,0.245484,1.339764,11.993909,-2.369662,12.717687,0.536927
2009-01-23,0.651458,0.904921,11.969325,-2.353046,13.809073,0.523078
2009-01-26,0.660494,0.984648,12.093373,-2.327234,13.549824,0.384564
2009-01-27,0.414523,1.360044,12.010599,-2.754902,13.057957,0.395162
2009-01-28,0.418081,1.305215,11.633835,-2.766913,13.204531,0.390582
2009-01-29,0.045899,1.456061,12.341752,-2.158839,11.978907,0.457959
2009-01-30,0.013882,1.397048,12.793759,-2.061189,11.410371,0.566842
2009-02-02,0.051082,1.200306,13.093317,-1.537988,11.315957,0.758476
2009-02-03,0.06932,1.168869,13.044087,-1.707584,11.25932,0.74696
2009-02-04,0.207154,1.102534,12.939828,-1.780429,11.485518,0.648845
2009-02-05,0.272727,0.961025,12.924382,-1.845417,11.566292,0.703763
2009-02-06,0.278145,0.822744,13.195868,-1.580111,11.179554,0.699651
2009-02-09,0.227996,0.884009,13.123817,-1.513684,11.130919,0.630563
2009-02-10,0.199062,0.842521,13.273784,-1.287271,11.024328,0.847844
2009-02-11,0.143727,0.890511,13.237341,-1.427886,10.944942,1.001481
2009-02-12,0.399995,0.689526,12.298779,-1.535606,11.525821,0.728192
2009-02-13,0.357871,0.765258,12.378704,-1.646666,11.310742,0.716194
2009-02-16,0.312831,0.829108,12.371925,-1.929527,11.163553,0.789022
2009-02-17,0.35359,0.748679,12.443084,-1.935481,11.152811,0.904341
2009-02-18,0.404171,0.73324,12.36431,-1.913137,11.434245,0.873757
2009-02-19,0.53672,0.612781,12.380705,-1.593863,11.75244,0.626912
2009-02-20,0.484488,0.61191,12.411327,-1.557393,11.693499,0.680821
2009-02-23,0.561396,0.574944,12.155215,-1.625922,12.091982,0.582312
2009-02-24,0.495785,0.593871,12.229438,-1.662152,11.942538,0.639375
2009-02-25,0.01,1.059936,13.125636,-1.724666,12.330681,0.641185
2009-02-26,0.090963,1.092117,13.10475,-2.023181,12.293848,0.493965
2009-02-27,0.01,1.177409,13.108592,-2.128619,12.427838,0.508347
2009-03-02,0.01,1.035326,13.401029,-1.797628,12.130187,0.61845
2009-03-03,0.01,0.974808,13.605726,-1.757791,11.9675,0.617101
2009-03-04,0.120582,0.848218,13.783238,-1.847951,11.942956,0.652294
2009-03-05,0.01,0.969088,13.554402,-1.789658,12.133248,0.607814
2009-03-06,0.01,0.972357,13.298697,-1.737802,12.131017,0.560345
2009-03-09,0.01,1.021045,13.02715,-1.698185,12.233239,0.470289
2009-03-10,0.063439,1.080376,12.890214,-2.105634,12.209491,0.458257
2009-03-11,0.157815,1.034822,12.953076,-2.117553,12.23791,0.436467
2009-03-12,0.190561,1.012207,12.769027,-2.250229,12.537831,0.454509
2009-03-13,0.365183,0.915696,12.667798,-2.518583,12.899081,0.43107
2009-03-16,0.411746,0.859737,12.718633,-2.567496,12.911908,0.431045
2009-03-17,0.455607,0.853799,12.77935,-2.714659,12.836146,0.424768
2009-03-18,0.374406,0.973902,12.772862,-2.906589,12.557792,0.417442
2009-03-19,0.43959,1.002578,12.160371,-3.162998,12.966783,0.400861
2009-03-20,0.448191,0.914281,12.12303,-3.01536,13.131495,0.427257
2009-03-23,0.385779,0.928211,12.231932,-2.797772,12.853373,0.421988
2009-03-24,0.504004,0.83743,12.278298,-2.762483,12.951787,0.402684
2009-03-25,0.596257,0.820355,12.061914,-3.01421,13.187397,0.38844
2009-03-26,0.629752,0.835045,11.864827,-3.170496,13.31755,0.380041
2009-03-27,0.404921,0.808519,12.311518,-2.518346,12.415006,0.43648
2009-03-30,0.393998,0.67739,12.511194,-2.161937,12.163877,0.457363
2009-03-31,0.367323,0.707583,12.478701,-2.214965,12.126097,0.468643
2009-04-01,0.43794,0.609607,12.499699,-2.206165,12.248839,0.450916
2009-04-02,0.572223,0.729634,12.149885,-2.782189,12.76141,0.394371
2009-04-03,0.553571,0.720594,12.21324,-2.561346,12.618114,0.34556
2009-04-06,0.694251,0.690287,11.966198,-2.97195,13.098254,0.314582
2009-04-07,0.673869,0.638254,12.151275,-2.868907,12.899256,0.332795
2009-04-08,0.561235,0.648601,12.38565,-2.529156,12.441509,0.344077
2009-04-09,0.617992,0.516621,12.588,-2.220431,12.226041,0.361167
2009-04-14,0.588321,0.443415,12.630253,-1.858052,12.168328,0.38744
2009-04-15,0.620105,0.352415,12.633715,-1.681292,12.300334,0.416591
2009-04-16,0.608744,0.427963,12.618802,-1.741775,12.226347,0.40755
2009-04-17,0.575678,0.459334,12.678894,-1.552163,12.069116,0.410645
2009-04-20,0.527278,0.453998,12.666,-1.308582,12.051964,0.475694
2009-04-21,0.518565,0.472328,12.486837,-1.350466,12.234051,0.448053
2009-04-22,0.551718,0.56376,12.35578,-1.741388,12.388229,0.405339
2009-04-23,0.504184,0.612931,12.329581,-1.875725,12.283026,0.383983
2009-04-24,0.500433,0.524566,12.535958,-1.706393,12.032473,0.40821
2009-04-27,0.499294,0.46387,12.500005,-1.562443,12.141346,0.449361
2009-04-28,0.451126,0.470686,12.603794,-1.48765,11.944227,0.448935
2009-04-29,0.407448,0.483542,12.668664,-1.466225,11.824187,0.448592
2009-04-30,0.356674,0.563365,12.639161,-1.533934,11.728054,0.427802
2009-05-04,0.485745,0.487852,12.571486,-1.743918,12.02801,0.422518
2009-05-05,0.45685,0.520167,12.534576,-1.754813,12.015891,0.41725
2009-05-06,0.490495,0.428201,12.640555,-1.655182,11.902359,0.441495
2009-05-07,0.639701,0.434067,12.634661,-2.273152,11.9249,0.40449
2009-05-08,0.721295,0.24029,12.864048,-2.038298,11.720781,0.476713
2009-05-11,0.675782,0.248506,12.780911,-1.870277,11.752019,0.500397
2009-05-12,0.698294,0.256972,12.781266,-1.89992,11.742012,0.473753
2009-05-13,0.764394,0.04464,12.897274,-1.561481,11.800877,0.530094
2009-05-14,0.768273,0.047471,12.905597,-1.577782,11.783249,0.52701
2009-05-15,0.730665,0.118671,12.942723,-1.786144,11.568449,0.535332
2009-05-18,0.744889,0.092072,12.957224,-1.822832,11.570409,0.545671
2009-05-19,0.759366,0.162351,12.958847,-1.935904,11.464973,0.559862
2009-05-20,0.825693,0.18958,12.706167,-1.9875,11.74553,0.509337
2009-05-21,0.833975,0.151607,12.681012,-1.956106,11.79402,0.584703
2009-05-22,0.896559,0.05779,12.860941,-1.865964,11.405975,0.598202
2009-05-25,1.007241,0.097234,12.602613,-2.157514,11.58839,0.468844
2009-05-26,3.515386,-2.482455,7.584363,-2.105344,8.428902,0.541275
2009-05-27,3.501646,-2.480569,7.704023,-2.068571,8.214588,0.549198
2009-05-28,3.45837,-2.498206,7.945903,-1.971271,7.987642,0.596734
2009-05-29,3.44435,-2.514585,8.055081,-2.100925,7.879495,0.663349
2009-06-01,2.696914,-1.710898,9.762941,-2.172089,9.107316,0.596985
2009-06-02,2.743103,-1.772769,9.802486,-2.189082,9.125379,0.643633
2009-06-03,2.607899,-1.642218,9.683248,-2.174623,9.073752,0.683752
2009-06-04,2.648152,-1.628366,9.650654,-2.061758,8.918924,0.611482
2009-06-05,2.641067,-1.555423,9.466919,-1.972826,8.817593,0.479492
2009-06-08,3.44819,-2.367442,7.498754,-1.892433,7.591672,0.483466
2009-06-09,3.460205,-2.351402,7.340613,-2.037197,7.56643,0.48167
2009-06-10,3.489215,-2.399008,7.376535,-2.086257,7.528183,0.469776
2009-06-11,3.579971,-2.512124,7.451624,-2.075485,7.519425,0.41597
2009-06-12,3.586534,-2.526975,7.221832,-2.109658,7.630277,0.418877
2009-06-15,3.657028,-2.481573,6.880323,-2.449534,7.973452,0.428743
2009-06-16,3.698816,-2.580815,6.926323,-2.266271,8.024835,0.441795
2009-06-17,3.705673,-2.691721,7.003389,-2.035584,7.991375,0.492175
2009-06-18,3.715993,-2.768793,7.184537,-1.985756,7.731417,0.487425
2009-06-19,3.814807,-2.812424,7.084665,-2.149191,7.931128,0.500859
2009-06-22,3.711967,-2.769591,7.051676,-2.021945,7.885226,0.532273
2009-06-23,3.750236,-2.758461,6.993326,-2.133809,8.022546,0.486534
2009-06-24,3.776255,-2.920143,7.129457,-2.024988,7.932942,0.508191
2009-06-25,3.758278,-3.023346,7.292261,-1.756939,7.92219,0.545338
2009-06-26,3.67633,-2.968836,7.370476,-1.616534,7.929906,0.606279
2009-06-29,3.648067,-2.888858,7.26184,-1.533203,8.100395,0.575736
2009-06-30,3.591732,-2.912693,7.408023,-1.318517,7.862641,0.541632
2009-07-01,3.574808,-2.847601,7.404769,-1.522897,7.906118,0.591599
2009-07-02,3.546293,-2.884952,7.458548,-1.642218,7.90379,0.640573
2009-07-03,2.716476,-2.036322,9.231509,-1.685559,8.861195,0.605166
2009-07-06,2.664082,-1.989557,9.20703,-1.717566,8.833761,0.625092
2009-07-07,2.693664,-2.00127,9.168872,-1.795677,8.922286,0.573532
2009-07-08,2.702608,-2.089917,9.247097,-1.596958,8.79277,0.572379
2009-07-09,2.682602,-2.077027,9.232139,-1.542153,8.748231,0.531522
2009-07-10,2.696365,-2.125959,9.187624,-1.436535,8.887993,0.538806
2009-07-13,1.433853,-0.835116,11.488094,-1.473798,10.031726,0.512336
2009-07-14,1.440748,-0.780209,11.460308,-1.672418,9.898564,0.463282
2009-07-15,1.482887,-0.824003,11.478468,-1.642398,9.948528,0.416876
2009-07-16,1.493176,-0.890221,11.558697,-1.605084,9.874808,0.440836
2009-07-17,1.564281,-0.950912,11.579333,-1.644319,9.943804,0.402471
2009-07-20,1.668709,-0.891278,11.285775,-2.120224,10.225195,0.357607
2009-07-21,1.686876,-0.924717,11.256699,-2.0843,10.309242,0.362722
2009-07-22,1.695339,-0.961159,11.215356,-1.964941,10.412341,0.3619
2009-07-23,1.70757,-0.981052,11.206724,-1.93007,10.446746,0.361259
2009-07-24,1.728237,-0.9255,11.046571,-2.131383,10.381537,0.346298
2009-07-27,1.849605,-0.883842,10.711721,-2.631056,10.607598,0.312972
2009-07-28,1.794505,-0.843848,10.617233,-2.553979,10.635513,0.333477
2009-07-29,1.754222,-0.814728,10.547102,-2.526003,10.660817,0.32733
2009-07-30,1.746555,-0.76919,10.381616,-2.666735,10.652319,0.319662
2009-07-31,1.631172,-0.680722,10.25038,-2.574592,10.661665,0.337369
2009-08-03,1.649894,-0.683441,10.237542,-2.57578,10.661391,0.316295
2009-08-04,1.674372,-0.617569,10.028125,-2.809166,10.745603,0.308583
2009-08-05,1.612516,-0.500458,9.982258,-2.907007,10.607135,0.281806
2009-08-06,1.659865,-0.43794,9.729766,-3.287581,10.693208,0.276106
2009-08-07,1.78021,-0.408013,9.470948,-3.78758,10.787561,0.263485
2009-08-10,1.795235,-0.430072,9.467601,-3.770513,10.804376,0.264433
2009-08-11,3.963725,-3.045215,5.039481,-2.445125,6.803188,0.285703
2009-08-12,3.988322,-3.078945,5.107469,-2.48178,6.707385,0.296481
2009-08-13,3.994561,-3.164188,5.108973,-2.316243,6.699539,0.310077
2009-08-14,3.960504,-3.245464,5.192471,-1.947338,6.77214,0.320752
2009-08-17,3.90709,-3.21393,5.186861,-1.845671,6.755765,0.321005
2009-08-18,3.904659,-3.208619,5.180999,-1.823613,6.762396,0.310306
2009-08-19,3.855394,-3.192462,5.20487,-1.73843,6.748509,0.3287
2009-08-20,3.362495,-2.569149,6.427136,-2.118186,7.898284,0.313367
2009-08-21,3.458386,-2.398214,5.945837,-2.92545,8.121483,0.298797
2009-08-24,3.471521,-2.425898,6.000797,-2.9253,8.069699,0.294637
2009-08-25,3.489919,-2.566996,6.119121,-2.548875,8.060981,0.29948
2009-08-26,3.483218,-2.528582,5.995476,-2.638512,8.185528,0.307478
2009-08-27,3.483621,-2.537229,5.996905,-2.640544,8.189402,0.301266
2009-08-28,3.521126,-2.574569,6.048131,-2.687718,8.172131,0.300493
2009-08-31,3.505833,-2.546105,6.085644,-2.749845,8.110428,0.315097
2009-09-01,3.463267,-2.639604,6.423901,-2.349878,7.945536,0.326723
